Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
"Iran, Islamic Rep.",IRN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,80.35797952,79.95170267,78.54534891,76.63011681,76.56565768,75.70112603,74.92879595,74.5860033,74.14089926,76.13556849,76.32115558,77.981429,77.6187201,77.41765869,76.72343437,76.03101424,78.00954295,77.19968789,76.16976394,78.47972478,76.90570299,76.99403147,78.5152409,76.05932203,76.06355715,69.99537679,65.20100503,62.01724784,59.08935296,54.77832512,51.65788658,51.41811528,52.16367383,52.5486827,53.48197082,53.58490566,55.11710794,52.99479167,51.25296755
Iraq,IRQ,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.86763303,83.8981113,82.2853667,80.1795299,80.7270514,80.48424833,79.17392892,75.19901806,71.95828905,63.58930456,64.34333179,77.15123293,75.49157231,72.81751422,75.19381229,73.68778329,72.69905261,72.72280102,67.61902356,63.42435014,82.33890215,74.66216216,78.125,82.55033557,81.9221968,80.2919708,79.85074627,80.47619048,80.96330275,80.28169014,80.23529412,84.88964346,84.83870968,68.98734177,70.40229885,73.33333333,72.13930348,70.70707071,72.35023041
Iceland,ISL,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.99140582,84.84124688,83.3204665,82.02063694,81.23163451,80.1308075,79.97984783,79.32778947,78.73361902,79.65292956,80.53411389,80.27508395,81.12304025,79.64605609,77.84572384,76.38533347,75.28382428,74.86301656,72.65743086,73.33724846,87.80487805,87.5,87.17948718,87.5,87.17948718,84.61538462,87.5,85.36585366,83.33333333,83.72093023,83.33333333,80,80.48780488,82.5,80,80,80.95238095,79.54545455,81.81818182
Israel,ISR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,42.02035605,41.81282157,42.14737909,38.95173121,39.44889205,42.29469928,42.10667647,41.77420184,40.72326848,39.78409724,41.76451612,44.21045691,43.61280054,44.66814799,45.17559143,44.84691669,44.77462627,46.43669757,44.82431872,45.33819615,45.67901235,44.09937888,45.18072289,44.37869822,46.28571429,45.50561798,47.36842105,45.83333333,45.68527919,41.88481675,42.42424242,41.70854271,40.30612245,41.87192118,40.28436019,40,41.9047619,42.47787611,41.50943396
Italy,ITA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,42.75181597,42.29269182,43.30394452,41.78219352,41.46897252,44.28440756,44.51888704,46.98195278,49.58455492,49.38402382,49.31135994,49.03010456,52.61372608,53.32392583,56.14460057,55.23502686,55.29313976,53.75293856,50.43028363,48.02073773,54.17978314,52.86358903,53.61081466,52.89256198,53.17812269,50.75107296,51.32837407,50.46594982,49.94705259,49.85994398,48.42287695,45.47094912,48.19020582,47.51976995,47.03448276,46.52578797,56.15183246,57.64444444,58.67807893
Jamaica,JAM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,54.07773486,54.07615293,53.88792614,47.46531355,49.32796442,53.67598106,57.20457976,58.31191955,58.69221059,58.15913109,61.39027024,61.13549908,58.637872,62.90602609,64.98545188,63.64744067,65.83244154,68.25900177,64.41373753,66.30845665,77.08333333,79.59183673,77.55102041,78,78.43137255,78.43137255,76.47058824,76.47058824,76.47058824,75.47169811,77.35849057,77.35849057,75.47169811,76.78571429,75.92592593,73.58490566,70.45454545,69.04761905,69.76744186
Jordan,JOR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,75.46991339,76.9938735,76.18480517,74.99061869,75.7771807,71.89227865,69.02814103,67.01194215,66.36140583,69.74488638,65.00952343,61.2682122,56.556652,49.37683066,40.38768437,44.83077487,38.5580653,41.41001703,46.22803155,46.14256014,72.34042553,75.86206897,78.125,76.5625,72.4137931,73.7704918,71.18644068,73.33333333,71.18644068,71.18644068,69.81132075,67.27272727,67.24137931,66.66666667,69.56521739,70.27027027,44.79166667,54.31034483,53.50877193
Japan,JPN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,26.07761796,25.97471445,25.67607763,26.54490434,24.64491096,25.80168201,27.30026088,26.75668029,27.2751197,28.31094588,26.30991519,27.87957552,27.79538867,27.70692088,27.62402967,27.4411132,27.53238936,27.41813835,26.28214011,25.7544244,34.92231638,34.64453266,34.55777461,34.65240642,33.11842552,31.19730185,29.43285528,28.29346093,29.00840336,36.59158521,33.11613645,37.46713409,39.26189418,39.54219031,39.58333333,39.78300181,39.38979964,41.13712375,40.25157233
Kazakhstan,KAZ,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,74.2313658,79.13378765,55.59664616,74.34441688,83.13778997,82.33014802,73.16157831,77.34964642,81.67467696,81.8105868,81.43109056,77.42816131,77.42451538,81.78427134,77.56071692,73.8362463,67.05925433,67.03802485,66.85477492,66.60641572,92.64069264,92.51152074,92.01817002,92.2323303,92.82544379,91.87062937,91.34808853,90.7727797,89.1966759,89.86587183,88.05513017,89.35879945,92.76595745,89.47368421,90.15706806,89.91935484,89.76958525,87.32394366,87.80971259
Kenya,KEN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,90.70398768,90.84206935,90.82812254,90.59260511,90.42417584,90.6127735,90.26931914,90.05503711,90.51835156,91.36046687,90.21391087,90.12040467,90.86415013,91.51852076,91.34392433,90.95429548,90.85649905,90.67763936,91.0952205,91.10749799,92.22118088,91.67473379,91.5451895,91.17647059,91.00580271,90.77526987,90.12219959,89.77505112,89.91097923,90.17941454,89.27125506,88.9,88.86737657,89.04977376,89.17748918,88.80208333,87.93879388,91.81008902,91.52843602
Kyrgyz Republic,KGZ,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,83.32092063,85.7882412,74.02410208,83.8208461,87.49696813,87.61642538,83.8795266,85.70658316,87.43489839,87.46186097,87.22617237,86.16599609,86.98358295,89.5937329,88.40926491,87.00969653,84.01252053,84.10911544,83.2987523,82.95776269,93.04347826,92.16589862,92.96482412,92.89617486,93.16770186,92.36641221,90.625,91.12903226,91.47286822,90.83969466,90.97744361,91.11111111,90.4,91.36690647,90.57971014,91.4893617,90.20979021,90.4109589,89.93288591
Cambodia,KHM,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.58970063,82.90873489,83.74123244,85.02613203,82.15275787,80.18961395,77.36991287,80.9822022,82.44156242,80.92342449,82.12211393,81.55188736,82.33562592,85.50035696,83.61704499,82.80024522,83.9103583,85.31741623,84.09348998,82.98662419,90.34482759,89.8989899,89.62264151,89.32926829,88.65030675,88.69565217,88.79781421,88.30083565,87.64367816,88.37209302,86.79775281,85.50295858,85.43417367,85.56149733,85.42199488,84.71502591,85.74821853,86.17511521,86.00917431
Kiribati,KIR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,65.74128288,66.18246214,65.66621886,65.22089623,64.82140143,64.88689464,63.90382146,61.64835548,62.2299105,61.14990216,55.98190155,50.18288339,55.2656752,55.17237326,57.47680772,56.7270643,58.18262102,57.0763818,54.07100927,54.32808484,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,76.9257356,77.69981148,77.28652163,77.60250051,76.52252039,77.14814503,75.06770946,74.57151521,73.55115639,73.36729392,71.94323314,72.79634316,71.51738146,72.55603309,73.39202954,79.63819265,79.8211511,79.67215487,77.26083318,62.58556945,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50
"Korea, Rep.",KOR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,65.25819598,65.39344411,65.34771607,65.50914657,66.60737252,64.64741167,60.12803194,58.00427262,57.46438653,55.8415891,55.88952265,53.71396486,50.2741742,54.78546817,55.71609793,57.39764233,55.40014589,54.40565016,49.94237639,50.80328573,73.8292011,71.38964578,56.90550363,56.69050051,55.55555556,53.20512821,51.00612423,48.96166134,44.67574059,39.96983409,36.24641834,33.97027601,33.62193362,27.40524781,25.20242915,28.65720524,27.82043709,57.86452354,55.22041763
Kuwait,KWT,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,3.470455362,2.574525159,2.191239625,2.223009881,2.668558484,3.073097133,3.744757994,3.63544441,4.66641955,6.688642608,7.76642284,6.425706362,4.877565092,4.710010523,4.833979168,6.114421785,3.842878005,4.225466845,4.64700658,4.622641599,56.52173913,33.33333333,31.25,47.61904762,50,50,54.83870968,54.83870968,54.54545455,57.14285714,54.28571429,50,51.35135135,52.5,48.71794872,50,45.45454545,45.65217391,45.09803922
Latin America & Caribbean (excluding high income),LAC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,89.03897867,88.93829888,89.94828422,90.25099637,90.83985641,90.80840475,90.42765274,90.71594914,90.14210065,90.06338815,89.83793466,90.50276795,90.19362886,90.54559955,89.95226488,90.06279274,89.58711942,91.74796196,91.30819529
Lao PDR,LAO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,71.15411237,68.19771011,69.73892285,71.12443972,66.93996359,66.9890021,67.05268896,70.72966041,71.37377681,70.81353635,71.98300769,71.58073332,71.74267361,72.79832436,71.20546205,70.76058778,71.77140817,72.47920787,71.56041871,70.47317573,89.1025641,89.3081761,89.82035928,89.88095238,90.34090909,90.55555556,89.83050847,90.55555556,89.28571429,88.75,89.41176471,89.77272727,90.2173913,89.47368421,90.29126214,90.29126214,90.04975124,90.99099099,90.27777778
Lebanon,LBN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,67.92067525,74.22781044,76.26882889,75.41396024,65.78606683,55.80063556,61.73006227,61.67027368,62.74296329,62.74905459,61.11837933,62.36820771,67.09873506,62.15696149,62.8184828,58.04655829,58.70695963,58.59221463,63.47229545,63.95713208,80.55555556,78.94736842,80,79.54545455,73.17073171,79.59183673,77.55102041,78,78.84615385,80.39215686,79.24528302,80.35714286,78.43137255,79.62962963,78.94736842,78,75,76.47058824,76
Liberia,LBR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,59.83527726,59.48338093,59.34955729,59.14412122,58.916629,59.9941148,58.601772,55.02454376,53.73445972,52.30832522,52.70638745,54.04253349,54.44914807,55.18119206,55.86158943,55.15629321,53.72822917,54.33040736,52.24357026,53.20549532,29.09090909,28.84615385,29.41176471,29.16666667,30.43478261,31.81818182,28.88888889,29.78723404,28,27.45098039,28.30188679,27.77777778,26.78571429,27.5862069,27.11864407,25,26.5625,28.35820896,28.98550725
Libya,LBY,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,55.0158955,60.99462461,62.80588729,64.44046974,68.14899566,70.88843216,69.4725389,66.26118968,63.56956449,67.0808872,67.90153583,64.9501816,57.95358623,55.51453927,45.10274365,47.48562913,48.30787363,45.86639463,52.45397526,55.15846684,77.03703704,76.2962963,74.21875,74.04580153,72.22222222,73.68421053,71.53846154,69.23076923,69.5035461,70.66666667,65.69343066,64.44444444,65.06849315,65.10067114,66.04938272,66.66666667,68.15642458,68.44919786,67.72486772
St. Lucia,LCA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,83.73554032,83.12471384,82.87141339,83.7344318,82.94540865,82.31446227,81.87134243,83.59303951,76.71496714,79.3888772,73.02912593,76.14228364,78.03646844,76.28561543,77.62950982,78.94220129,78.53501228,78.54079591,74.72872107,79.03797532,100,75,75,75,80,85.71428571,87.5,87.5,75,50,50,50,50,50,50,50,50,33.33333333,33.33333333
Latin America & Caribbean,LCN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,89.30448934,89.21260816,90.12784926,90.38628801,90.92443284,90.86858481,90.48738554,90.70653182,90.14109487,90.02105078,89.80944705,90.45609653,90.18723386,90.54166431,90.01001195,90.12663861,89.6878015,91.58303315,91.12802645
Least developed countries: UN classification,LDC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,87.88503019,87.74786697,87.55991823,87.39610421,86.79157052,87.07170975,87.11109974,87.3248764,88.02312469,88.48584462,88.90341448,88.68746666,89.16908606,89.09316766,89.10303986,89.22418321,88.63300798,88.65978526,88.44643251
Low income,LIC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,85.15838847,84.91621885,84.65584259,84.37992301,83.55792594,84.07789899,84.65270953,85.33917145,86.57887072,87.4851561,88.40942945,88.23674747,88.97648945,88.8317156,88.95732911,89.20945739,88.58012372,88.56027398,88.33702199
Liechtenstein,LIE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,67.2548866,68.47262755,66.68103901,67.01086032,70.44447271,65.21988851,67.91586239,68.63957611,69.3511091,68.984686,70.40316911,66.54836646,62.87454517,65.1321864,66.44837591,71.19526516,71.15379909,71.40745085,71.17289764,71.62320429,73.33333333,71.62162162,70.81545064,71.13821138,70.54263566,70.8,70.41666667,70.95435685,71.30801688,73.41269841,73.06122449,72.95081967,75.18796992,72.46963563,73.22834646,74.63235294,73.88059701,72.58687259,75.59322034
Lower middle income,LMC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,89.30868642,89.18315632,89.26123564,89.2059906,80.43024891,80.21298687,79.72548079,79.37272303,79.21594705,78.77619612,77.75768361,77.52637436,77.27755577,77.56720103,77.7562439,78.02610649,77.96730004,78.09789448,77.98241012
Low & middle income,LMY,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,86.37649643,86.24684802,86.4688955,86.34944127,83.14748918,83.20455334,82.98876068,82.46441403,82.37360296,82.20260535,81.53981666,81.40790652,81.51342734,81.47612142,81.38189366,81.41044685,80.84057625,80.95719306,80.59755357
Lesotho,LSO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,79.91683025,85.87516322,84.81746956,83.86237563,85.49404397,83.99071065,84.72473859,81.46820587,80.96929108,78.04592199,81.64375127,83.14214053,82.0430796,81.05699845,83.82569593,84.05035672,84.446071,83.15521305,86.5605212,84.5775671,87.69230769,88.88888889,88.4057971,88.23529412,88.05970149,88.88888889,87.3015873,87.09677419,84.74576271,88.60759494,88.15789474,86.66666667,85.07462687,85.50724638,84.84848485,86.30136986,84.93150685,83.11688312,79.45205479
Late-demographic dividend,LTE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,83.84319428,83.73615091,83.8033303,83.27741089,83.39059383,83.68438193,83.53975528,82.63179864,82.36321514,82.27260666,81.30159853,81.34559005,81.61670842,81.2798119,80.97731793,80.68592669,79.83246567,79.92420075,79.4109954
Lithuania,LTU,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,51.27014351,52.06341786,51.84991673,50.7422632,50.22116608,51.44236441,51.00965578,50.68888854,50.98860575,50.90847259,51.86308702,52.25234713,54.41364399,55.83026298,54.21201265,55.08672985,55.84561924,56.50817571,57.03593921,57.42846441,76.27986348,74.95527728,77.80082988,74.40758294,76.17801047,74.05405405,71.98067633,70.51886792,65.92427617,64.95535714,62.04690832,59.28270042,58.51703407,57.76031434,55.82706767,53.32136445,53.26086957,48.48966614,49.58263773
Luxembourg,LUX,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,62.05904906,62.28487045,61.2456977,59.74649913,61.82244628,63.73935987,63.31574328,62.7972436,60.59978543,62.70306468,63.8779721,64.31942191,67.40510032,67.50734153,68.44668087,67.03320263,67.62941377,67.56248956,66.72422841,64.36179987,78.57142857,78.57142857,78.57142857,78.57142857,75.86206897,75.86206897,75.86206897,75.86206897,75.86206897,73.33333333,66.66666667,66.66666667,72.4137931,75,76.66666667,75.86206897,72.4137931,72.4137931,73.33333333
Latvia,LVA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,79.17105443,79.95325069,78.96937445,77.90765109,77.18210226,78.62114027,78.19861824,77.85264388,77.6352007,77.30914402,77.37848349,76.99265754,76.98681383,77.54635216,77.74273145,78.0102354,77.96914617,78.25975667,78.10906615,77.41290629,90.98039216,90.08264463,91.59663866,91.13300493,90.41916168,89.36170213,89.51048951,89.58333333,89.86486486,90.4109589,90.14084507,90.66666667,90.60402685,89.51048951,89.54248366,89.74358974,89.24050633,89.63414634,89.88095238
"Macao SAR, China",MAC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,89.42298318,89.29580848,88.90078168,88.13420897,87.96526249,87.02598943,87.17738703,85.47962265,85.82775035,85.44969798,85.645565,84.42701955,80.77989806,81.46713712,80.63667761,81.43932625,82.55513498,82.38502505,79.84703279,78.89212673,88.32565284,87.89308176,86.64383562,85.71428571,82.38095238,81.22866894,82.87037037,82.80060883,83.23442136,83.73751783,83.85269122,83.68200837,84.09090909,83.88814913,84.21052632,84.7001224,85.06417736,83.68617684,83.53808354
Monaco,MCO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,80.18364758,81.07948705,81.09623992,81.34139174,81.23893515,81.089873,80.7182027,80.99460705,80.7789208,80.47457843,80.80004066,81.09718764,81.48319955,82.18901798,81.99732001,82.1235542,82.00889815,82.04395028,79.90652898,78.83077277,87.6146789,87.74509804,88.05031447,88.66666667,89.65517241,90.47619048,90.71428571,88.67924528,86.66666667,86.74698795,87.34177215,88.54166667,87.35632184,85.71428571,85.39325843,83.90804598,84.3373494,84.14634146,84.3373494
Madagascar,MDG,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.54562523,87.6776768,87.36699743,86.99955911,87.99765941,86.89767797,87.65179033,86.80653413,87.07225574,85.10569128,86.3636317,87.2260779,86.31843638,86.03793352,87.48516136,87.16988617,87.61182215,85.5917984,87.53354347,86.82560216,96.48058252,96.25151149,96.26955475,96.05734767,95.94755662,95.85798817,95.88235294,95.64691657,95.77960141,95.64691657,95.32828283,95.02617801,94.38848921,94.84924623,94.16666667,95.01133787,94.63414634,94.8372615,94.30992736
Maldives,MDV,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,19.08001588,20.00566977,21.6285532,18.89648387,18.7896995,21.8515777,18.17667779,19.04324147,17.91654467,18.36302562,17.20520968,15.36669228,15.51153774,14.38572681,12.09330737,11.39597714,10.65006972,11.34456282,10.17736341,11.09048442,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East & North Africa,MEA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,74.76114025,74.55263247,75.22767524,75.03839265,74.19339441,72.48098107,71.36351131,69.874269,69.17378558,67.45290098,64.10321435,64.54880048,64.92502215,64.235318,65.25689306,65.20727548,64.86038834,63.33034338,61.7118972
Mexico,MEX,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,79.75075511,79.17338941,78.85676789,78.53359121,77.67643351,77.71277565,78.3924394,78.03765439,77.42897193,76.2585814,76.37600064,77.40073427,75.64795312,77.32740711,76.98877966,76.78015648,75.98950803,70.23469755,68.49199907,68.76665128,91.27222982,90.43453725,91.09357384,90.85094549,90.57388411,89.22121896,88.69541183,89.09242298,89.43699732,89.45205479,90.17467249,90.28602267,89.78760547,89.85673352,89.59288991,89.98375744,89.52618454,89.55465587,89.25802879
Marshall Islands,MHL,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,86.52900397,86.41662108,86.7060245,86.61147951,83.09381834,83.09343112,82.77887562,82.09298677,81.80952175,81.51129165,80.62873954,80.545485,80.53370139,80.47705182,80.36967201,80.33878753,79.81485764,79.93708292,79.54757696
North Macedonia,MKD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.14204912,84.95806974,84.67543901,83.35034131,83.139428,83.23620331,83.73069307,82.80237516,82.52973051,82.71835389,82.44545077,79.45536229,81.11525712,79.77198968,82.07739793,79.7382771,78.6125493,78.17585752,79.20093156,76.64825239,89.58333333,86.66666667,77.6119403,74.28571429,80.20833333,75.2688172,76.92307692,77.38095238,77.21518987,76.71232877,77.94117647,77.04918033,77.19298246,78.94736842,81.96721311,83.05084746,83.05084746,82.75862069,82.14285714
Mali,MLI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,84.19571616,84.67082879,83.36878921,81.95759448,81.86027721,82.38794587,82.86015747,82.13675977,83.83089512,83.88793086,83.96025823,85.50479132,84.72901073,83.77105677,82.77283971,81.92215076,82.16508018,82.12992471,82.95457167,82.71200701,98.24,98.23151125,98.07692308,97.94628752,97.96557121,97.99382716,97.81976744,97.28958631,97.05093834,96.90976514,96.48058252,96.14890886,96.125,96.10231425,96.33225458,96.30411827,96.24217119,96.18556701,96.41472868
Malta,MLT,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,50.38678468,51.04323143,48.88670984,46.68830184,46.94732557,48.5238621,50.10840105,52.69936194,51.20781564,49.66260393,48.58653403,43.04203787,42.88718265,50.03014253,50.82990224,56.16264719,45.16838123,49.45647402,43.58211574,42.03753641,60,60,66.66666667,66.66666667,66.66666667,50,60,50,50,60,60,60,60,60,60,60,50,50,50
Myanmar,MMR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,18.62195835,25.76135732,22.10879718,17.74610944,26.44658971,27.24017751,28.0965915,21.05371082,19.19567051,21.50891869,19.66847575,22.49938493,23.44580324,15.85877861,22.80437247,26.11463925,23.13483037,18.88423907,21.92903403,27.05452139,92.96663661,92.81867145,92.86343612,93.01121657,93.2062966,93.33333333,93.15831344,92.91964996,92.90724864,92.83559578,92.92487236,92.60089686,92.24459359,92.38975818,92.61249161,92.33870968,92.43697479,92.58343634,92.40740741
Middle East & North Africa (excluding high income),MNA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,76.049544,75.86982378,76.6878105,76.64479383,75.86304515,74.22522504,72.84046076,71.12504682,70.27469938,68.46019864,64.67108297,65.23743271,65.74558433,64.96129561,66.14171385,66.247802,65.90754635,64.32617232,62.97412515
Montenegro,MNE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,,,,,,,,,,,83.33333333,87.5,84.61538462,84.61538462,84.61538462,86.66666667,86.66666667,87.5,86.66666667,85.71428571,84.61538462,80,85.71428571,84.61538462,82.35294118,86.66666667,82.35294118,82.35294118,70.58823529
Mongolia,MNG,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,66.97742784,84.5558892,75.04919818,61.29042148,84.90803336,85.32627801,85.52423846,68.48186099,61.76025132,68.58349459,61.36928004,66.838899,67.50474527,46.61097119,67.57265779,74.69381758,67.39130747,56.9937819,67.20700364,83.23190343,99.14841849,99.16567342,99.16067146,99.15356711,99.14320685,99.1745283,99.19908467,99.34569248,99.24242424,99.1507431,99.16753382,98.96907216,98.88059701,98.76390606,98.86934673,98.80952381,98.77777778,98.77425945,98.7854251
Northern Mariana Islands,MNP,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,80.33246786,80.35285588,80.73794201,80.69486051,80.63976909,80.70925573,80.96290507,81.34831777,81.39807544,81.27742471,81.19261561,81.74888998,81.7180147,80.98076211,80.41323184,79.50160209,78.44944301,77.11860823,75.74852079,74.41201274,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,82.4164356,80.64531502,80.85815825,81.27597294,80.98493783,81.72682742,81.06407976,81.39044918,81.48527847,82.10192794,81.47947756,81.02081288,81.36000661,81.32928822,80.09536427,77.66740642,77.63668878,80.04940071,76.99765346,78.42682203,94.50549451,93.98315283,93.46793349,92.99065421,92.51152074,92.35159817,92.08381839,91.1311054,92.07248018,91.5375447,90.76923077,91.19638826,91.25395153,90.78674948,89.9249732,90.01996008,88.99470899,89.22155689,89.59107807
Mauritania,MRT,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,96.93862234,96.86459163,96.58808221,96.44288247,95.67833931,95.64187681,95.54762406,95.55507364,95.46906084,95.4170978,94.14721848,94.60233987,94.59623757,93.50890002,92.51809448,93.02611886,93.34855359,93.32969653,93.08179593,93.35473032,98.36956522,98.42105263,98.34254144,98.38709677,98.35164835,98.36065574,97.56097561,97.6635514,96.95652174,96.7611336,97.00374532,96.9924812,96.53846154,96.19771863,96.55172414,96.22641509,96.41577061,96.44128114,95.65217391
Mauritius,MUS,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,86.66890062,86.87726297,89.05165837,87.35484034,83.03496611,79.51269839,73.43014176,74.27225928,71.69753594,70.43953613,69.54985811,69.48128025,70.40402832,68.89967284,70.42241328,69.99602697,65.89648364,68.37308801,65.19546318,68.36870172,54.54545455,52.17391304,52.17391304,47.82608696,52,52,53.84615385,50,48.14814815,50,48.27586207,50,50,44.44444444,46.15384615,46.15384615,44,46.15384615,44
Malawi,MWI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,86.2355428,83.27648631,83.83366263,84.90204816,84.11721526,84.43128101,84.20180792,85.35504082,85.76731312,86.4336323,86.02935285,85.8466176,86.13251844,86.21996114,85.68735639,85.54864191,85.45880736,86.49713496,84.03511807,84.34301651,75.64102564,77.24550898,77.84431138,78.23529412,72.99270073,75.64102564,76.64670659,76.33136095,76.70454545,75.86206897,76.50273224,73.37278107,76.5,77.25118483,76.38888889,76.36363636,77.82426778,79.45736434,81.42857143
Malaysia,MYS,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,63.25531516,71.23859871,67.11991247,61.17386238,70.72585856,71.20702556,71.55682793,64.09609201,61.06460021,64.03349515,60.98230779,62.98697328,63.31929086,53.2540712,63.41283464,66.25583645,62.83834835,57.38852072,60.86407501,67.56980475,88.62629247,87.95731707,88.11594203,88.0171184,87.80141844,87.46478873,85.81661891,85.97168597,85.54216867,83.89095415,82.92682927,83.27272727,84.58942632,85.99585062,87.02439024,87.58231421,87.46492049,87.63537906,88.16013629
